"json_extract( `ai_response`, '$.data.content')"
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n\"" stop! \"" Doughs shut at them with a land voice. The man looked at\nhim, continued to assaulting. \"" I have called phinman. Daylar said, listening to the\ncought\nword. the man tried to run. seeing this, Doughs immediately him, didn't leave him\nruning. It didn't take long time before police got, Daylis the man to the police\nThe woman who saved by Pangles made a simely a attitude to Dangles.\n\"" My nume is lemi thinks to saving me. \"" Dangles didn't say to much. he most\nsay to\nwere back to the bus, there wre many passengers waiting to him.\npassengers conveys\n  Two weeks after the assault, Douglas visited Terri at her home. _ lervi is already recovered she\nshowed her attitude to Dayle again and ask him? Why did yous save me, you\ngirl a bus driver you had many passages on the bis \"" without thinking\nto much at. that time, There was only one thing in his mind that He must.\nto save her or she would die. Though it's not on my rate, I condue see a people\ndying in front of me, You need my help. \"" listening his words. Terr was so tuched\nthat tewing welling up in her eyes. It was not until that the slermlized that\nIt doesn't matter what rate is\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n\""\nsee\n  You are killing her! \"" shouted at the man, Douglas tried to stop\nhim. However, he failed. The man stopped assaulting the woman, instead, he\nturned to assault Douglas. Douglas went to great lengths to protect\nhimself from assault. but it didn't work. The woman came to prevent\nthe man from assaulting Douglas at the moment Dauglas was likely\nto die. The man pushed away the woman, and she was badly hurt.\n  Just at the moment, the police came and took the man away. It\nwas June Jurrett who called the police and rushed Danglas and the\nwoman, who called Terri to the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Her injuries were almost recover.\n- Terri expressed her appreciate to Douglas for his save at the risk\nof hurt. Douglas told her it. didn't matter. and it was her who\nsave him when he was nearly to die - under the man's assault.\nThey looked at each other and laughed. Since then, they have\nbecome good friends. Douglas often came to Terri's house to take\nher around as she was not convinced. There won't be a warmer\nthing than helping a person who you never see before.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\nTo stop the man from attracking for the woman. Danglas tried\nto spreate from two of them, to let the wo men out of danger.\n  As fast as he could. rushed there and pushed the man\nto one side and let the women behind him to stop her for\nthe second attrack With the man's appiontment. not to take on the\nbusiness, Danglas refused and fought for the man to got the woman's wallet.\n  When Terri saw this. she get down the bus and let the women\nto some where safe. Finally, the woman get her wallet\n  Two weeks after the assault, Douglas visited Terri at her home. _ - After for this. Terri said\nsorry for Danglas of her impoliet. Thanks for his help to the\nBecause the woman was her best friend. Because his bravery,\nso her can release the danger.\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siic nearby. Dougias ran the few sieps over io them.\n  His heart punding rapidly, he was aware that he was doing\nsomething dangerly. Shouting in his loudest voice, he ordered\n\"" Stop? This incident is not allowed by the law. \"" To\nhis astonishment, perhaps that his old body was thought\nto be no threat for the young man, the young man was\nstill attacking the woman without interruption. Without\nhesitation, having the defination of killing the man, he went\ntoward the man to preserve the woman. Finally, with his\nkind agency, theman was hitted to the road, and the woman who\nnamed Terri\nate and sound.\n\"" Wo beeks after he assaul, bouglas visited terriat her home. He knew that it must be\na shock for a lonely woman who had no choice but to\nuse walker to walk. And it was necessary that he take\ncare of the woman. \"" How are you? \"" he asked. I'm\n'm\ntime, thank you, \"" with gettinde, ferri answered. If he\nhadn't given her a helping hand, the end of the assault would\nhave been greatly different, as all of the people withessing\nthe attack known. She said You are the light which brings\nmade\nmy life bright. Your unselfish out come really\nmy entire word upside down. You accurred to me that kindness is\nin all places\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over to them.\n  Douglas shouted to stop the man and stood in front of the\nwoman to protect her. Dauglas could feel the anger growing\nbubbling up inside him, his hands culling into fists. Looking at\nhis performance, the young man took a knife on his hand\n  With the young man walking nearly, Donglas was almost frozen\nwith fear. But he told himself to calm down. Donglas took a deep\nbreath to get the woman's wallet, but the young hurt him and\nran away. Douglas was rushed to the hospital. The bus passengers\nand people who walked by mithessing the attack gasped\n  Two weeks after the assault, Douglas visited Terri at her home. _ To Terri's surprise, she\nwelcome him with happiness and asked him about his injury.\n  Dauglas answered patiently smile, tolding her the man\nwho staned at her and stole her wallet was punished. Listening\nto this, Terri thanked for Douglas genuinely, if he didn't\nstand out to help her on that day, the consequence couldn't\nknow how much. Douglas accepted her thankness, a smile creeping\nacross his face. On the way home, Douglas knew that being\nhelpful and brave could bring more meaningful things!\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n\"" Step! \"" Douglas shouted at the man. However, the man looked at\nhim up and down, continuing his assault. Without hesitate, Deuglas\ncalled the police. Hearing his call the man stopped his attack and wanted\nto run away. At that moment, Douglas dragged him and prevented\nhim from running. Meanwhile, he pulled up the woman and gave her\nwallet back. It wasn't long before the police arrived at the\nsidewalk. After the police took the man to the police station, Douglas\nsent thewoman to the hospital and had a check. Fortunately,\nthe woman didn't get injured greatly.\n  Two weeks after the assault, Douglas visited Terri at her home. _ With the door opened, Terrigare\nDouglas a big hug. To her excitement, Terri expressed her gratitude\nfor Douglas. \"" I was so scered at that time, I really didn't know\nill\nwhat to do without you. \"" Terri said, with tears in her eyes. \"" I prepare\na present for you please receive it. \"" She gave a gift to\nDouglas. \"" Sorry, I can't accept it. I believe that whoever spotted\nthe assault would help you. Otherwise, I visit you to check that\nwhether you have been recovered, not for gift. \"" Vltimately, Danglas\ndidn't accept the gift because be did every thing just for his\nheart\n"""
"""  He grabbed a heavy four-foot-iong stick from a consiruction siie nearby. Douglas ran the few sieps over to them.\nDue to the man was so musalar, Daughs wanted tohavea talkwith the man to\nlet him return the wallet and bags to the women It was obviously that the man\ninsisted doing so. With no choice Douglas immediately called for police and shouted budly for help\nA few of bus passengers jumped out and made a joint effort to stop the man. They\npolice also arrived in several minutes.\n  Two weeks after the assult, Douglas visited Terri at her home. Knowing that because of Dauglas's action in\nthis assault he received a lot of comments and his was fired by MHRTA because of his\nabsence of work, leni felt sorry and thanks a lot to him. She gave Danglas some money\nand offered another Job to him. But Daughts refused her kindness, he said a really kind action\nis countless\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction siie nearby. Dougias ran the few steps over to them.\n\"" Stop! Mumderer \"" Douglas shouted and quickly call\nthe gill. Douglas just like forgot his ages, Regardless\nof out of breath and heavy legs. he ran as\na narcon. He caught up the man, but he\nwas assaulted due to his careless of the stick\n  Although he was pain, he still tried to stop the\nman's action. Passenagers were touched, they helped\nto stop the man. Luckily, the policemen came. Tem' -\ngot back her wallet and was sent to hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. Tem. \"" was so moved\nAnd he put this thing online People pried to\nthe bare behavor Deuolas received a letter of\nthanks and a large amont of money.\nthought all of thim were unessery. So be refused\n  The government thought highly of Danglas, and there\nwere some. journalists wanted to interview Dough\n  Doughas just said that be thought that was a\nregular thing and it is nessery.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n- - stop. He shouted. You have been against the laws. Tell us\nwhat happened. The man ignored hisvoice and contiqued his\nassault. There had been moreand more people on the road,\nSuddenly, two brave men rushed out from the crew and grabed\nthe legs by the man. Seeing this, more people helped the woman\nattracted by the man. After a while, the policemen and\nambious came here, The woman was took to hosptial\n  Two weeks after the assull, Douglas visited Terri at her home. Terris son opend the\ndoor. He took the flowers and thanked him. Also, the men\nhelped the women was comprised as hero\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  Seeing Dong Las's approaching, the woman came to a relief while\nthe man was shocked and struggled to escape. At the moment, the\nwoman was so brave that she spared no efforts to dragged the man,\nin the aim of controlling him. Dong las came and help the woman control\nthe situation. June Junett slowly calmed down and immediately called girl.\nThe police hurried to the spot and put the man in police car. The woman talked\nto Doughs, \"" My name is Terri, welcome to my home. \"" She also told Douglas her address.\n  Two weeks after the assault, Douglas visited Terri at her home. _ They hugged each other in joy.\nTerri said, \"" I don't know what would happen without your help, I can do\nnothing but to appreciate for your kindness. \"" It was then that Douglas realized\nthe vital importance of justice and kindness. What you do may be a small\nthing to yourself, but it means a lot to the ones you helped.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n\"" Stop! \"" He shouted at the man and insisted that he should stop his assault. Hone\nThe man just ignored him, and continued to assault the woman. It was that\ntime Dougles decided to control theman with the long stick, the man\nimmediately picked up a qun. Do you know what are you doing? You are crazy! \""\nshouted Douglas. Regardless the risk of being shooted, Douglas still keeped his paces,\ntrying to fight him down. Finally, the man was cantrolled with the help of several\nbus passengers.\n  Two weeks after the assault, Douglas visited Terri at her home. \"" Terri acknowledged Doughs brave\nbehaviors honestly, but still scared due to the unusual attack of the\nunususal day. It's obvious that Dangles was not on his routine. However,\nthe passengers forgave him. It was that his bravery and fighting heart solved\nthe assault\n"""
"""  He grabbed a neavy four-foot-iong stick from a construction siic nearby. Dougias ran the few steps over to them.\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Dougias ran the few steps over to them.\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  Douglas quickly ran to the woman and prevented the woman from the assault.\nThe man looked at Danglas and wanted to walk away. Douglas ran\nbehind the man, for a while, Douglas caught the man and returned the wallet to\nthe woman. At the moment, the police came, it was June Jarrett who was one of\nthe bus passengers called the police. The police took theman away and drove the\nwoman to the hospital. Before leaving, the woman told Douglas her name is Terri\nand invited him to come to her home two weeks later. Dangles agreed and\ndrove his passengers away to continue his work.\n  Two weeks after the assault, Douglas visited Terri at her home. _ The house is so expensive that Dougles\ncould mind. Terri, Let Danglas sit down and appreciated him for his kindness\nthat man's\nto step assault to her. Terri told him that the man assoulted her\nis a zhief who liked to rob rich man's wallet. Everytime I went out with my\nson, but last time my sen was busy, so I want out alone, thus assaulting by\nthe man. \"" Terri said and gave Douglas some money for thanks. Hearing that,\nDanglas received the money and left.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He spn't the man from thewoman. and called the pdice. he angry asked\nthe man! \"" What are you doing You're killing her. \"" The man tried to run. but\nhe stopped by the bus passengers, Then the police came and know what has\nhappened. They took away the man and sent the woman to help\nknow the woman's home adress and name. He want to see the women when\nhe was free.\n  Two weeks after the assault, Douglas visited Terri at her home. Yern said : \"" Thank you very much.\nIf not your help. I will be killed that time. I am tine after these time\nin hospital. \"" Douglas said! \"" It is my responsibly The man was put into prison\nI'm happy to know that you are fine.\n"""
"""  He grabbed a neavy four-foot-iong stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n  He out of the bus and stood behind the woman. Dangles suddenly attack\nthem and they were fell over. Considering the condition, they planned\nto run away. Danglas realized what they want to and called 110\nTo prevent theirs running, He found some tips to tie them. Doughs\nturned around and gently asked the woman, \"" How are you \"".\nHe called 120 and took her to hostipal.\n  Two weeks after the assault, Douglas visited Terri home. Teni looked tired and pale.\nFounately, she was gradually turning well. As soon as Terri\nspoted Danglus, she kept expressing her gatitude. Danglas\nsmiled and said, \"" You're welcome. \"" He hoped she can go well\nquickly. Danglas told her the rubbers were in prison.\nTern' looked peaceful and said \"" Ok, Thank you \""\n"""
"""  He grabbed a neavy four-foot-iong stick from a consiruction site nearby. Douglas ran the few steps over to them.\n  Dougles rushed to the, muscher young man and pulled him at to save the\nwarm. But few moments passed, the man standed and started to attack Daughes.\nLooking at that, the bus passengers flooded to stop the man. The man saw so many\npeople and can away. Then the bus passengers rushed the Dangles and woman to hospital\nand called 110. The police found the muscla young man at last Dougles found the\nwomen was Temi\n  Two weeks after the assault, Douglas visited Terri at her home. Daughs saw Teni who will be healthy soon,\nhe felt good. Looking at the Dangles, Teri hurried to stand and pulled his hand, saying\nThank you very much. If not your help, I would be dead at that day. Doughs I'm so\nThank you for you.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  The young man looked at him and tried to run away. But\ngoing\n  Danglas caught him. Douglas called June to call the\npolice. After the police took the yound man away. Douglas\nquickly brought the woman to the hospital. The woman\nwas hurt badly, Douglas managed to wake her up.\nThen he told her that the man was caught. Dongles\ndidn't drive by his route and went straight to she\nhospital.\n  Two weeks after the assult. Douglas visited Terri her home. - - Terri was out of\nhospital by his family. She was greatful of Douglas's\nbehavior. She said a lot to Douglas's and wanted\nto give him some money. But Danglas refuced her.\nHe said ther helped others needs no money. \"" I didn't\ndrive on my route by bus, but I drived the route in\nmy heart. \"" He said\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\nThe young man stop assaulting the usmall, and had a look at Douglas.\nWhen he noticed the weak and old body of the old man, he shouted\nloudly. \"" keep away from me, there's no business with you! \""\nwas\n  Dayas held the stick, through he very afraid, he didn't more back.\nAs many more persons cque to help, the young man had no choices\nbut to leave. The police came seen. Douglas explained everything\ndrove\nto the police, And then, the women back to her home.\n  Two weeks after the assault, Douglas visited Terri at her home When talked about the assaule\ntwo week ago. Teri said to Dangles excitedy, I have nothing way\nto say but thank you. \""\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over io them.\n  He signed to that young man leaving away here. But that youg\nman didn't care what he said. That young man picked up the knife\nwhich was on the ground and charge the driver. The driver\ndidn't have tops to protect themselves. But he didn't afraid of\nthe knife in his hands. He kept fighting for that young man.\nSomeone called the policeman. Before the policemen came, the\ndrive had been hurt\n  Two weeks after the assault, Douglas visited Terri at her home. Danglas was hurried to say\nthat he\nthank you and apolgize to Terri. Terri said that's\nshould do. Daylas looked at Teni's hurt and asked him about\nthe hurt skin. Terrie said \"" That's just bleeding some blood. That will be ok,\nhave been\n  Don't worry about me. what about you. You are afraid yet. \"" Dongks nodded\nand said \"" Yes. I will be ok too.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction site nearby. Dougias ran the few sieps over io them.\n  The young man found him and stopped attacking. He said if Douglas\nlying\ncontinued going. He would attack. him. Douglas looked at the woman\non the road. She was in serious injure, bleeding on her face and\narms. At that moment, his mind was accupided anger. \"" This is\nnot on my route. \"" He said and walked to the young man. He hit the\nasked the woman's name and\nman heavily. Then he called 120. He grabbed the young man's shirt,\n  I\nbeating his face until he felt relaxed. After that, he was back to\nthe bus. Everyone cheered to his breavy and him. They believed\nthat Douglas was a hero.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri could walk slowly now.\n  She was so excited that she couldn't say a word. She thanked Douglas\nvery much. As if not Douglas, she may have been killed two weeks\nago. Douglas told her that it was normal for everyone to help her.\nHer eyes were full of tears. She thought Douglas was such a kind man\nwho not only took her to the hospital, but also visited her today.\n  Douglas also told her that the man who attacked her had been thrown\nin the prison. \"" I think it is a good news. \"" He added. Terri\ncouldn't stop crying. She felt she was so lucky to meet him\nthat\nday. She realized that the world was made up of kindness.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n  He hit the man on thehead with the stick. Seeing this.\nthe robber stopped his assault and looked at Douglas. The robber\nrushed to Douglas. Donglas shouted to June Jarrett \"" Call the\npolice and ambulance, hurry up! \"" Without reluctance, June picked\nup her phone. The nobber hit Douglas violently. Donglas also fought\nagainst the robber. But the very thought of dying filled him with\na mad panic. Son the policemen arrived and arrested the\nrobber. The doctor arrived and carry the woman and Douglas.\nIn the hospital, Danglas know that the woman called Term.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Tern almost recovered. She\nacknowledge Danglas's help and gave him 3 billion. What makes\nDouglas helped the woman is hindness\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  The man didn't want to go near by and just kept the Douglas away.\nThey ran through the street, both of them didn't want to stop their\nsteps. Finally, they were tired out and sit on the ground.\n- -\n  Douglas insisted to stand up and tried to get the wallet back\n  Douglas controled the thief until the police came, all the people\non the street praised his great behavior. But he was\ntoo tired to hear that. \"" Thanks, for your help, I'm Tern \"" said the\ndicl\nwoman who was sylen the mullet, Douglas smiled happlily but not say\nanything\n  Two weeks after the assault, Douglas visited Terri at her home. Terri was surprised to\nsee Danglas who helped he in the street. Terri's eyes\nwere shining all the time and wondered if there was something\nneed herto do. Dongles appeared, he told Terri to be careful\nwhen walked on the street, should not be cureless\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\n  A sense of anger and sadness went through Donglas's body, he\n- -\nshouted angrily, \"" Get away, now. \"" The muscular young man\nwas afraid of the heavy four - foot-long. stick. He looked\nit was who\naround and ran sooner. Suddenly, Tem stood before\nthe young man. The young man was shocked and wanted to\nhit the woman Who stood before him. Terri hugged the man\nso the man couldn't run away. When Douglas reached, he bit\nthe young man. Danglas admired. It Teri's courage and wanted\nto visit her some day\n  Two weeks after the assault, Douglas visited Terri at her home. Douglas brought some\nfruit and flowers to her. Douglas says, \""\n  I admire your\ndidn't\ncourage. If you come that day, the man would\n- get away. \"" Tern was touched. She also admired a\nhearly to old man was so brave. She thought it was\nDongles who saved the woman. They were happy and\ntalked a long time. That day's weather was great\n"""
